PairIndex,Drug1,Drug2,Conc1,Conc2,Response,ConcUnit
3,Mahanine,Tamarixetin,1,30,7.425234131856482,nM
3,Mahanine,Tamarixetin,1,100,35.02014752097219,nM
3,Mahanine,Tamarixetin,1,300,65.58197076618876,nM
3,Mahanine,Tamarixetin,1,1000,88.96151873222689,nM
3,Mahanine,Tamarixetin,3,0,-2.1983166731338444,nM
3,Mahanine,Tamarixetin,3,1,-0.8379199370618289,nM
3,Mahanine,Tamarixetin,3,3,2.1521174295434786,nM
3,Mahanine,Tamarixetin,3,10,3.922326129645181,nM
3,Mahanine,Tamarixetin,3,30,9.793783135678499,nM
3,Mahanine,Tamarixetin,3,100,34.33831491577457,nM
3,Mahanine,Tamarixetin,3,300,66.87917037601451,nM
3,Mahanine,Tamarixetin,3,1000,87.36779344492057,nM
3,Mahanine,Tamarixetin,10,0,0.5985715101178093,nM
3,Mahanine,Tamarixetin,10,1,0.11356030668324779,nM
3,Mahanine,Tamarixetin,10,3,0.067169734120192,nM
3,Mahanine,Tamarixetin,10,10,6.225801265731463,nM
3,Mahanine,Tamarixetin,10,30,12.939223146127482,nM
3,Mahanine,Tamarixetin,10,100,34.85162354813506,nM
3,Mahanine,Tamarixetin,10,300,63.10142039436674,nM
3,Mahanine,Tamarixetin,10,1000,86.76904574039831,nM
3,Mahanine,Tamarixetin,30,0,5.799757181724544,nM
3,Mahanine,Tamarixetin,30,1,5.293281503120826,nM
3,Mahanine,Tamarixetin,30,3,6.861484434736077,nM
3,Mahanine,Tamarixetin,30,10,7.380120941084081,nM
3,Mahanine,Tamarixetin,30,30,17.056071898285357,nM
3,Mahanine,Tamarixetin,30,100,40.63458950667539,nM
3,Mahanine,Tamarixetin,30,300,70.04094242806289,nM
3,Mahanine,Tamarixetin,30,1000,92.5649397992308,nM
3,Mahanine,Tamarixetin,100,0,21.25158773053494,nM
3,Mahanine,Tamarixetin,100,1,23.107524769389084,nM
3,Mahanine,Tamarixetin,100,3,20.93141197535772,nM
3,Mahanine,Tamarixetin,100,10,25.333858262094346,nM
3,Mahanine,Tamarixetin,100,30,28.582619459265167,nM
3,Mahanine,Tamarixetin,100,100,46.21502601421446,nM
3,Mahanine,Tamarixetin,100,300,70.99090077456714,nM
3,Mahanine,Tamarixetin,100,1000,92.46229620092966,nM
3,Mahanine,Tamarixetin,300,0,50.5508133150202,nM
3,Mahanine,Tamarixetin,300,1,50.47077797878604,nM
3,Mahanine,Tamarixetin,300,3,48.08514987834833,nM
3,Mahanine,Tamarixetin,300,10,51.79478442293052,nM
3,Mahanine,Tamarixetin,300,30,52.334602148833675,nM
3,Mahanine,Tamarixetin,300,100,69.48444872277167,nM
3,Mahanine,Tamarixetin,300,300,82.16802953439465,nM
3,Mahanine,Tamarixetin,300,1000,94.7253178446563,nM
3,Mahanine,Tamarixetin,1000,0,80.70888347679687,nM
3,Mahanine,Tamarixetin,1000,1,77.78870380704222,nM
3,Mahanine,Tamarixetin,1000,3,78.31483344701357,nM
3,Mahanine,Tamarixetin,1000,10,81.43923427335191,nM
3,Mahanine,Tamarixetin,1000,30,85.8946515088832,nM
3,Mahanine,Tamarixetin,1000,100,84.99736905580694,nM
3,Mahanine,Tamarixetin,1000,300,91.88460620453671,nM
3,Mahanine,Tamarixetin,1000,1000,97.74423511631569,nM
4,Mahanine,Annomontine,0,0,-3.37456121491788,nM
4,Mahanine,Annomontine,0,1,-3.319313875858799,nM
4,Mahanine,Annomontine,0,3,-0.541814242248494,nM
4,Mahanine,Annomontine,0,10,1.090768375375128,nM
4,Mahanine,Annomontine,0,30,3.4941877559302132,nM
4,Mahanine,Annomontine,0,100,18.997004109063994,nM
4,Mahanine,Annomontine,0,300,41.12585448089572,nM
4,Mahanine,Annomontine,0,1000,75.73829024875498,nM
4,Mahanine,Annomontine,1,0,3.30251216906529,nM
4,Mahanine,Annomontine,1,1,3.589146164752729,nM
4,Mahanine,Annomontine,1,3,-2.791832896980788,nM
4,Mahanine,Annomontine,1,10,0.531980925986121,nM
4,Mahanine,Annomontine,1,30,6.703406646764092,nM
4,Mahanine,Annomontine,1,100,13.260304404794871,nM
4,Mahanine,Annomontine,1,300,39.66854894473991,nM
4,Mahanine,Annomontine,1,1000,72.44911457178287,nM
4,Mahanine,Annomontine,3,0,-2.3273398939327548,nM
4,Mahanine,Annomontine,3,1,-1.796770688748349,nM
4,Mahanine,Annomontine,3,3,1.030193091297217,nM
4,Mahanine,Annomontine,3,10,4.111013988521806,nM
4,Mahanine,Annomontine,3,30,7.712150658244742,nM
4,Mahanine,Annomontine,3,100,16.2857026504482,nM
4,Mahanine,Annomontine,3,300,37.74524726095199,nM
4,Mahanine,Annomontine,3,1000,75.00335429418949,nM
4,Mahanine,Annomontine,10,0,0.9818831602230021,nM
4,Mahanine,Annomontine,10,1,2.439049224796133,nM
4,Mahanine,Annomontine,10,3,1.6798884441232396,nM
4,Mahanine,Annomontine,10,10,-0.7702328314089346,nM
4,Mahanine,Annomontine,10,30,6.692386122846294,nM
4,Mahanine,Annomontine,10,100,13.188716567169191,nM
4,Mahanine,Annomontine,10,300,41.046046162891635,nM
4,Mahanine,Annomontine,10,1000,76.05583887149194,nM
4,Mahanine,Annomontine,30,0,6.635827444063806,nM
4,Mahanine,Annomontine,30,1,9.148687375032836,nM
4,Mahanine,Annomontine,30,3,1.4746775934786092,nM
4,Mahanine,Annomontine,30,10,7.726269013146447,nM
4,Mahanine,Annomontine,30,30,11.336572695133578,nM
4,Mahanine,Annomontine,30,100,20.263850422939797,nM
4,Mahanine,Annomontine,30,300,46.2050494726708,nM
4,Mahanine,Annomontine,30,1000,74.29629123707949,nM
4,Mahanine,Annomontine,100,0,22.423603330272275,nM
4,Mahanine,Annomontine,100,1,22.24543867686381,nM
4,Mahanine,Annomontine,100,3,19.36804490699618,nM
4,Mahanine,Annomontine,100,10,20.708216173277222,nM
4,Mahanine,Annomontine,100,30,24.10367731043634,nM
4,Mahanine,Annomontine,100,100,32.36348995116414,nM
4,Mahanine,Annomontine,100,300,55.90177986929746,nM
4,Mahanine,Annomontine,100,1000,80.64157272556423,nM
4,Mahanine,Annomontine,300,0,52.6294666625052,nM
4,Mahanine,Annomontine,300,1,52.38818431091434,nM
4,Mahanine,Annomontine,300,3,50.262240844694844,nM
4,Mahanine,Annomontine,300,10,50.20445017267574,nM
4,Mahanine,Annomontine,300,30,50.24495570042191,nM
4,Mahanine,Annomontine,300,100,56.35505845570643,nM
4,Mahanine,Annomontine,300,300,69.12473795152458,nM
4,Mahanine,Annomontine,300,1000,88.20447954708435,nM
4,Mahanine,Annomontine,1000,0,79.15185035232723,nM
4,Mahanine,Annomontine,1000,1,81.09087982684187,nM
4,Mahanine,Annomontine,1000,3,81.35799520598476,nM
4,Mahanine,Annomontine,1000,10,80.15211862735305,nM
4,Mahanine,Annomontine,1000,30,81.36273056840929,nM
4,Mahanine,Annomontine,1000,100,86.84922123349598,nM
4,Mahanine,Annomontine,1000,300,92.05295318985516,nM
4,Mahanine,Annomontine,1000,1000,93.6678794548503,nM
5,Mahanine,Protopine,0,0,-0.3892268882927313,nM
5,Mahanine,Protopine,0,1,-0.6118614712084093,nM
5,Mahanine,Protopine,0,3,-0.05850574382532381,nM
5,Mahanine,Protopine,0,10,5.1282551918444605,nM
5,Mahanine,Protopine,0,30,8.653834713493273,nM
5,Mahanine,Protopine,0,100,27.502274489361813,nM
5,Mahanine,Protopine,0,300,59.001691532100935,nM
5,Mahanine,Protopine,0,1000,83.19081359049108,nM
5,Mahanine,Protopine,1,0,-0.26800217291451583,nM
5,Mahanine,Protopine,1,1,0.319487263649679,nM
5,Mahanine,Protopine,1,3,2.650988034165819,nM
5,Mahanine,Protopine,1,10,1.9802063284788356,nM
5,Mahanine,Protopine,1,30,8.671162650799971,nM
5,Mahanine,Protopine,1,100,27.39888828982507,nM
5,Mahanine,Protopine,1,300,57.82180210765471,nM
5,Mahanine,Protopine,1,1000,84.98174833075522,nM
5,Mahanine,Protopine,3,0,-1.18090229380802,nM
5,Mahanine,Protopine,3,1,-2.5797980248437167,nM
5,Mahanine,Protopine,3,3,3.130867077128026,nM
5,Mahanine,Protopine,3,10,3.359547479801706,nM
5,Mahanine,Protopine,3,30,5.773631286048307,nM
5,Mahanine,Protopine,3,100,24.26975674133632,nM
5,Mahanine,Protopine,3,300,54.72699323044634,nM
5,Mahanine,Protopine,3,1000,80.7847038759166,nM
5,Mahanine,Protopine,10,0,2.1633801778118382,nM
5,Mahanine,Protopine,10,1,0.21641407130791257,nM
5,Mahanine,Protopine,10,3,1.556316196766847,nM
5,Mahanine,Protopine,10,10,5.163500534853082,nM
5,Mahanine,Protopine,10,30,8.629057285858892,nM
5,Mahanine,Protopine,10,100,27.314056936803485,nM
5,Mahanine,Protopine,10,300,57.03239565858991,nM
5,Mahanine,Protopine,10,1000,84.39923880362683,nM
5,Mahanine,Protopine,30,0,6.032756262716168,nM
5,Mahanine,Protopine,30,1,9.78286542592068,nM
5,Mahanine,Protopine,30,3,6.057508233783754,nM
5,Mahanine,Protopine,30,10,11.12627489392559,nM
5,Mahanine,Protopine,30,30,10.955888549402388,nM
5,Mahanine,Protopine,30,100,30.893607195689786,nM
5,Mahanine,Protopine,30,300,58.4339506309059,nM
5,Mahanine,Protopine,30,1000,83.55830674091668,nM
5,Mahanine,Protopine,100,0,15.814619118871384,nM
5,Mahanine,Protopine,100,1,24.403850627581328,nM
5,Mahanine,Protopine,100,3,19.18809157607096,nM
5,Mahanine,Protopine,100,10,20.806989410133966,nM
5,Mahanine,Protopine,100,30,27.112763169025314,nM
5,Mahanine,Protopine,100,100,40.93258866287138,nM
5,Mahanine,Protopine,100,300,65.41026492258966,nM
5,Mahanine,Protopine,100,1000,86.92573122747666,nM
5,Mahanine,Protopine,300,0,47.00076834369791,nM
5,Mahanine,Protopine,300,1,51.80022655379747,nM
5,Mahanine,Protopine,300,3,48.43714011007066,nM
5,Mahanine,Protopine,300,10,51.4755697320757,nM
5,Mahanine,Protopine,300,30,54.789344983981486,nM
5,Mahanine,Protopine,300,100,64.8556719837489,nM
5,Mahanine,Protopine,300,300,77.288159456819,nM
5,Mahanine,Protopine,300,1000,91.42484217689196,nM
5,Mahanine,Protopine,1000,0,80.4525581460008,nM
5,Mahanine,Protopine,1000,1,77.24727510808917,nM
5,Mahanine,Protopine,1000,3,79.50362291802765,nM
5,Mahanine,Protopine,1000,10,79.30309323184467,nM
5,Mahanine,Protopine,1000,30,80.00871602977227,nM
5,Mahanine,Protopine,1000,100,86.02142326022357,nM
5,Mahanine,Protopine,1000,300,90.87612457915193,nM
5,Mahanine,Protopine,1000,1000,100.15323064577808,nM
6,Mahanine,Atractylon,0,0,2.977917763353698,nM
6,Mahanine,Atractylon,0,1,-3.7072229539555828,nM
6,Mahanine,Atractylon,0,3,0.46036022456773584,nM
6,Mahanine,Atractylon,0,10,-1.0960081607798757,nM
6,Mahanine,Atractylon,0,30,4.417484490332792,nM
6,Mahanine,Atractylon,0,100,12.976633555298212,nM
6,Mahanine,Atractylon,0,300,36.998760668539646,nM
6,Mahanine,Atractylon,0,1000,70.29471112413103,nM
6,Mahanine,Atractylon,1,0,1.62882534021886,nM
6,Mahanine,Atractylon,1,1,-0.4331154963975903,nM
6,Mahanine,Atractylon,1,3,-4.694801397497384,nM
6,Mahanine,Atractylon,1,10,-1.3583969323701268,nM
6,Mahanine,Atractylon,1,30,1.6981346204821726,nM
6,Mahanine,Atractylon,1,100,11.773035082997621,nM
6,Mahanine,Atractylon,1,300,33.182423585295,nM
6,Mahanine,Atractylon,1,1000,72.97167986046644,nM
6,Mahanine,Atractylon,3,0,0.06021571644021906,nM
6,Mahanine,Atractylon,3,1,3.0460763081364957,nM
6,Mahanine,Atractylon,3,3,-0.06566937118244431,nM
6,Mahanine,Atractylon,3,10,4.607793762877587,nM
6,Mahanine,Atractylon,3,30,1.2879728184138175,nM
6,Mahanine,Atractylon,3,100,14.206041808857815,nM
6,Mahanine,Atractylon,3,300,32.734996043761655,nM
6,Mahanine,Atractylon,3,1000,70.67741587236515,nM
6,Mahanine,Atractylon,10,0,4.833696887025531,nM
6,Mahanine,Atractylon,10,1,-1.550984023695812,nM
6,Mahanine,Atractylon,10,3,0.1279616167873725,nM
6,Mahanine,Atractylon,10,10,3.0420508284157703,nM
6,Mahanine,Atractylon,10,30,4.538661423505275,nM
6,Mahanine,Atractylon,10,100,11.372395032792102,nM
6,Mahanine,Atractylon,10,300,38.52800545312209,nM
6,Mahanine,Atractylon,10,1000,70.28119014147468,nM
6,Mahanine,Atractylon,30,0,8.522195887464633,nM
6,Mahanine,Atractylon,30,1,6.626590487519678,nM
6,Mahanine,Atractylon,30,3,3.8307270640154956,nM
6,Mahanine,Atractylon,30,10,5.825140244837245,nM
6,Mahanine,Atractylon,30,30,11.808234173605404,nM
6,Mahanine,Atractylon,30,100,15.07236552130593,nM
6,Mahanine,Atractylon,30,300,38.05576975187075,nM
6,Mahanine,Atractylon,30,1000,72.67422829579385,nM
6,Mahanine,Atractylon,100,0,23.139601104668003,nM
6,Mahanine,Atractylon,100,1,22.80977019079843,nM
6,Mahanine,Atractylon,100,3,18.330916469311056,nM
6,Mahanine,Atractylon,100,10,25.99730418550351,nM
6,Mahanine,Atractylon,100,30,23.387624149790508,nM
6,Mahanine,Atractylon,100,100,31.121861543604854,nM
6,Mahanine,Atractylon,100,300,48.82384160330882,nM
6,Mahanine,Atractylon,100,1000,75.61102687963593,nM
6,Mahanine,Atractylon,300,0,48.06580370620242,nM
6,Mahanine,Atractylon,300,1,49.37491679768344,nM
6,Mahanine,Atractylon,300,3,52.7522844142263,nM
6,Mahanine,Atractylon,300,10,47.72886939962667,nM
6,Mahanine,Atractylon,300,30,46.788043497101505,nM
6,Mahanine,Atractylon,300,100,57.40014279739266,nM
6,Mahanine,Atractylon,300,300,68.24418193226508,nM
6,Mahanine,Atractylon,300,1000,86.29224915676022,nM
6,Mahanine,Atractylon,1000,0,84.37356308552867,nM
6,Mahanine,Atractylon,1000,1,79.47960488067524,nM
6,Mahanine,Atractylon,1000,3,81.31456861413444,nM
6,Mahanine,Atractylon,1000,10,82.0972540690688,nM
6,Mahanine,Atractylon,1000,30,84.01307111261683,nM
6,Mahanine,Atractylon,1000,100,85.38673457230357,nM
6,Mahanine,Atractylon,1000,300,85.93773031290722,nM
6,Mahanine,Atractylon,1000,1000,91.45836148850904,nM
7,Taraxasterol,Tricin,0,0,-0.5453600002244141,nM
7,Taraxasterol,Tricin,0,1,-2.98160410324407,nM
7,Taraxasterol,Tricin,0,3,3.125411034672517,nM
7,Taraxasterol,Tricin,0,10,2.9443307968180665,nM
7,Taraxasterol,Tricin,0,30,11.94817009639525,nM
7,Taraxasterol,Tricin,0,100,36.29048169270842,nM
7,Taraxasterol,Tricin,0,300,72.72013153977522,nM
7,Taraxasterol,Tricin,0,1000,91.26727872571469,nM
7,Taraxasterol,Tricin,1,0,-0.7783313078494712,nM
7,Taraxasterol,Tricin,1,1,1.5132329527793127,nM
7,Taraxasterol,Tricin,1,3,0.7812954935998069,nM
7,Taraxasterol,Tricin,1,10,4.965521535622271,nM
7,Taraxasterol,Tricin,1,30,15.338495642676326,nM
7,Taraxasterol,Tricin,1,100,37.56940554557834,nM
7,Taraxasterol,Tricin,1,300,70.71137332763264,nM
7,Taraxasterol,Tricin,1,1000,91.65165551090504,nM
7,Taraxasterol,Tricin,3,0,2.441364420586049,nM
7,Taraxasterol,Tricin,3,1,1.6053861200970703,nM
7,Taraxasterol,Tricin,3,3,1.142307960782991,nM
7,Taraxasterol,Tricin,3,10,2.614661975162287,nM
7,Taraxasterol,Tricin,3,30,13.400810827913077,nM
7,Taraxasterol,Tricin,3,100,36.08484066092143,nM
7,Taraxasterol,Tricin,3,300,71.03443313226089,nM
7,Taraxasterol,Tricin,3,1000,90.82641499149143,nM
7,Taraxasterol,Tricin,10,0,1.8273123949625814,nM
7,Taraxasterol,Tricin,10,1,-0.06782282479238033,nM
7,Taraxasterol,Tricin,10,3,0.025457215870031247,nM
7,Taraxasterol,Tricin,10,10,2.6091593539444684,nM
7,Taraxasterol,Tricin,10,30,15.510946898539675,nM
7,Taraxasterol,Tricin,10,100,38.08410859417928,nM
7,Taraxasterol,Tricin,10,300,69.43362440588463,nM
7,Taraxasterol,Tricin,10,1000,87.18015476686308,nM
7,Taraxasterol,Tricin,30,0,2.5587472783184593,nM
7,Taraxasterol,Tricin,30,1,-4.009966543827995,nM
7,Taraxasterol,Tricin,30,3,6.279450365997434,nM
7,Taraxasterol,Tricin,30,10,5.823612041443503,nM
7,Taraxasterol,Tricin,30,30,15.036815183797499,nM
7,Taraxasterol,Tricin,30,100,36.86853562493117,nM
7,Taraxasterol,Tricin,30,300,68.29198921204087,nM
7,Taraxasterol,Tricin,30,1000,92.14968216001857,nM
7,Taraxasterol,Tricin,100,0,10.015005152023953,nM
7,Taraxasterol,Tricin,100,1,11.509216620351888,nM
7,Taraxasterol,Tricin,100,3,13.785514632088113,nM
7,Taraxasterol,Tricin,100,10,15.102942794771621,nM
7,Taraxasterol,Tricin,100,30,17.973849476958225,nM
7,Taraxasterol,Tricin,100,100,42.56202687184976,nM
7,Taraxasterol,Tricin,100,300,70.56532674214621,nM
7,Taraxasterol,Tricin,100,1000,89.84270431557124,nM
7,Taraxasterol,Tricin,300,0,26.16648983197137,nM
7,Taraxasterol,Tricin,300,1,26.39359361786468,nM
7,Taraxasterol,Tricin,300,3,29.47083324871469,nM
7,Taraxasterol,Tricin,300,10,31.732485444873884,nM
7,Taraxasterol,Tricin,300,30,40.180491210137816,nM
7,Taraxasterol,Tricin,300,100,56.2022944979561,nM
7,Taraxasterol,Tricin,300,300,81.71316741864764,nM
7,Taraxasterol,Tricin,300,1000,89.8607227919699,nM
7,Taraxasterol,Tricin,1000,0,62.078840036959825,nM
7,Taraxasterol,Tricin,1000,1,65.44667931630065,nM
7,Taraxasterol,Tricin,1000,3,64.63259568678913,nM
7,Taraxasterol,Tricin,1000,10,64.19462886369605,nM
7,Taraxasterol,Tricin,1000,30,70.8465601978728,nM
7,Taraxasterol,Tricin,1000,100,80.41312496986582,nM
7,Taraxasterol,Tricin,1000,300,91.96121987766652,nM
7,Taraxasterol,Tricin,1000,1000,95.92773588770663,nM
8,Taraxasterol,Tamarixetin,0,0,-0.018345078571607748,nM
8,Taraxasterol,Tamarixetin,0,1,0.6476573634228828,nM
8,Taraxasterol,Tamarixetin,0,3,0.8400388044234762,nM
8,Taraxasterol,Tamarixetin,0,10,5.0588839727729304,nM
8,Taraxasterol,Tamarixetin,0,30,9.445693741643224,nM
8,Taraxasterol,Tamarixetin,0,100,33.79878885115089,nM
8,Taraxasterol,Tamarixetin,0,300,60.436848219375996,nM
8,Taraxasterol,Tamarixetin,0,1000,90.17871809710635,nM
8,Taraxasterol,Tamarixetin,1,0,3.321225348643982,nM
8,Taraxasterol,Tamarixetin,1,1,0.18495521905627108,nM
8,Taraxasterol,Tamarixetin,1,3,2.8455833906700865,nM
8,Taraxasterol,Tamarixetin,1,10,-0.26101936360864286,nM
8,Taraxasterol,Tamarixetin,1,30,9.803142428249249,nM
8,Taraxasterol,Tamarixetin,1,100,30.00575829354343,nM
8,Taraxasterol,Tamarixetin,1,300,65.5125291105975,nM
